Strain : Compressive strain (Extension) gauge length,"100.00000",mm
Strain : Time at removal,,s
Test : Rate 1,"75.00000",mm/min
General : Start date,"9/12/2024"

Time,Extension,Load
(s),(mm),(N)
"0.74800","0.90927","-0.01651"
"0.74900","0.91052","-0.01694"
"0.75000","0.91177","-0.01773"
"0.75100","0.91302","-0.01884"
"0.75200","0.91426","-0.02013"
"0.75300","0.91551","-0.02140"
"0.75400","0.91676","-0.02244"
"0.75500","0.91801","-0.02308"
"0.75600","0.91925","-0.02326"
"0.75700","0.92050","-0.02303"
"0.75800","0.92175","-0.02249"
"0.75900","0.92300","-0.02178"
"0.76000","0.92425","-0.02119"
"0.76100","0.92549","-0.02091"
"0.76200","0.92674","-0.02085"
"0.76300","0.92799","-0.02071"
"0.76400","0.92924","-0.02046"
"0.76500","0.93049","-0.02033"
"0.76600","0.93174","-0.02032"
"0.76700","0.93299","-0.02016"
"0.76800","0.93424","-0.01962"
"0.76900","0.93549","-0.01870"
"0.77000","0.93674","-0.01758"
"0.77100","0.93799","-0.01642"
"0.77200","0.93925","-0.01534"
"0.77300","0.94050","-0.01458"
"0.77400","0.94175","-0.01444"
"0.77500","0.94300","-0.01486"
"0.77600","0.94426","-0.01545"
"0.77700","0.94551","-0.01592"
"0.77800","0.94676","-0.01626"
"0.77900","0.94802","-0.01648"
"0.78000","0.94927","-0.01652"
"0.78100","0.95052","-0.01629"
"0.78200","0.95178","-0.01581"
"0.78300","0.95303","-0.01519"
"0.78400","0.95428","-0.01465"
"0.78500","0.95553","-0.01441"
"0.78600","0.95679","-0.01461"
"0.78700","0.95804","-0.01521"
"0.78800","0.95929","-0.01596"
"0.78900","0.96054","-0.01659"
"0.79000","0.96180","-0.01702"
"0.79100","0.96305","-0.01707"
"0.79200","0.96430","-0.01648"
"0.79300","0.96555","-0.01533"
"0.79400","0.96681","-0.01407"
"0.79500","0.96806","-0.01300"
"0.79600","0.96931","-0.01208"
"0.79700","0.97056","-0.01130"
"0.79800","0.97182","-0.01078"
"0.79900","0.97307","-0.01069"
"0.80000","0.97432","-0.01094"
"0.80100","0.97558","-0.01133"
"0.80200","0.97683","-0.01177"
"0.80300","0.97808","-0.01228"
"0.80400","0.97934","-0.01274"
"0.80500","0.98059","-0.01298"
"0.80600","0.98184","-0.01294"
"0.80700","0.98310","-0.01278"
"0.80800","0.98435","-0.01279"
"0.80900","0.98560","-0.01319"
"0.81000","0.98685","-0.01410"
"0.81100","0.98811","-0.01545"
"0.81200","0.98936","-0.01708"
"0.81300","0.99061","-0.01879"
"0.81400","0.99186","-0.02027"
"0.81500","0.99311","-0.02118"
"0.81600","0.99436","-0.02142"
"0.81700","0.99562","-0.02123"
"0.81800","0.99687","-0.02085"
"0.81900","0.99812","-0.02039"
"0.82000","0.99937","-0.01989"
"0.82100","1.00062","-0.01943"
"0.82200","1.00187","-0.01913"
"0.82300","1.00312","-0.01899"
"0.82400","1.00437","-0.01891"
"0.82500","1.00563","-0.01889"
"0.82600","1.00688","-0.01887"
"0.82700","1.00813","-0.01861"
"0.82800","1.00938","-0.01791"
"0.82900","1.01064","-0.01693"
"0.83000","1.01189","-0.01601"
"0.83100","1.01314","-0.01524"
"0.83200","1.01440","-0.01438"
"0.83300","1.01565","-0.01323"
"0.83400","1.01691","-0.01206"
"0.83500","1.01816","-0.01138"
"0.83600","1.01942","-0.01131"
"0.83700","1.02067","-0.01149"
"0.83800","1.02193","-0.01156"
"0.83900","1.02318","-0.01149"
"0.84000","1.02443","-0.01129"
"0.84100","1.02569","-0.01095"
"0.84200","1.02694","-0.01052"
"0.84300","1.02820","-0.01025"
"0.84400","1.02945","-0.01031"
"0.84500","1.03070","-0.01058"
"0.84600","1.03195","-0.01095"
"0.84700","1.03320","-0.01157"
"0.84800","1.03446","-0.01261"
"0.84900","1.03571","-0.01390"
"0.85000","1.03696","-0.01510"
"0.85100","1.03821","-0.01605"
"0.85200","1.03946","-0.01674"
"0.85300","1.04071","-0.01707"
"0.85400","1.04196","-0.01699"
"0.85500","1.04320","-0.01666"
"0.85600","1.04445","-0.01631"
"0.85700","1.04570","-0.01604"
"0.85800","1.04695","-0.01589"
"0.85900","1.04820","-0.01601"
"0.86000","1.04944","-0.01648"
"0.86100","1.05069","-0.01716"
"0.86200","1.05194","-0.01785"
"0.86300","1.05319","-0.01852"
"0.86400","1.05444","-0.01912"
"0.86500","1.05568","-0.01946"
"0.86600","1.05693","-0.01936"
"0.86700","1.05818","-0.01879"
"0.86800","1.05943","-0.01796"
"0.86900","1.06067","-0.01729"
"0.87000","1.06192","-0.01718"
"0.87100","1.06317","-0.01769"
"0.87200","1.06442","-0.01854"
"0.87300","1.06566","-0.01943"
"0.87400","1.06691","-0.02024"
"0.87500","1.06816","-0.02089"
"0.87600","1.06941","-0.02128"
"0.87700","1.07065","-0.02130"
"0.87800","1.07190","-0.02110"
"0.87900","1.07315","-0.02082"
"0.88000","1.07439","-0.02019"
"0.88100","1.07564","-0.01903"
"0.88200","1.07689","-0.01781"
"0.88300","1.07813","-0.01712"
"0.88400","1.07938","-0.01700"
"0.88500","1.08063","-0.01707"
"0.88600","1.08187","-0.01705"
"0.88700","1.08312","-0.01683"
"0.88800","1.08437","-0.01626"
"0.88900","1.08561","-0.01523"
"0.89000","1.08686","-0.01387"
"0.89100","1.08811","-0.01254"
"0.89200","1.08935","-0.01140"
"0.89300","1.09060","-0.01036"
"0.89400","1.09185","-0.00954"
"0.89500","1.09310","-0.00925"
"0.89600","1.09434","-0.00959"
"0.89700","1.09559","-0.01028"
"0.89800","1.09684","-0.01114"
"0.89900","1.09809","-0.01217"
"0.90000","1.09933","-0.01330"
"0.90100","1.10058","-0.01411"
"0.90200","1.10183","-0.01428"
"0.90300","1.10308","-0.01399"
"0.90400","1.10432","-0.01373"
"0.90500","1.10557","-0.01379"
"0.90600","1.10682","-0.01413"
"0.90700","1.10807","-0.01479"
"0.90800","1.10931","-0.01589"
"0.90900","1.11056","-0.01722"
"0.91000","1.11180","-0.01829"
"0.91100","1.11305","-0.01898"
"0.91200","1.11430","-0.01955"
"0.91300","1.11554","-0.02005"
"0.91400","1.11679","-0.02025"
"0.91500","1.11803","-0.02010"
"0.91600","1.11928","-0.01979"
"0.91700","1.12052","-0.01921"
"0.91800","1.12177","-0.01819"
"0.91900","1.12302","-0.01702"
"0.92000","1.12426","-0.01629"
"0.92100","1.12551","-0.01603"
"0.92200","1.12676","-0.01566"
"0.92300","1.12800","-0.01481"
"0.92400","1.12925","-0.01368"
"0.92500","1.13050","-0.01248"
"0.92600","1.13174","-0.01102"
"0.92700","1.13299","-0.00918"
"0.92800","1.13424","-0.00731"
"0.92900","1.13549","-0.00572"
"0.93000","1.13674","-0.00437"
"0.93100","1.13799","-0.00323"
"0.93200","1.13924","-0.00252"
"0.93300","1.14049","-0.00231"
"0.93400","1.14174","-0.00240"
"0.93500","1.14299","-0.00257"
"0.93600","1.14424","-0.00269"
"0.93700","1.14549","-0.00284"
"0.93800","1.14674","-0.00289"
"0.93900","1.14799","-0.00248"
"0.94000","1.14924","-0.00160"
"0.94100","1.15049","-0.00082"
"0.94200","1.15175","-0.00070"
"0.94300","1.15300","-0.00125"
"0.94400","1.15425","-0.00219"
"0.94500","1.15550","-0.00334"
"0.94600","1.15675","-0.00474"
"0.94700","1.15801","-0.00640"
"0.94800","1.15926","-0.00813"
"0.94900","1.16051","-0.00966"
"0.95000","1.16176","-0.01098"
"0.95100","1.16301","-0.01224"
"0.95200","1.16427","-0.01337"
"0.95300","1.16552","-0.01426"
"0.95400","1.16677","-0.01531"
"0.95500","1.16802","-0.01687"
"0.95600","1.16928","-0.01840"
"0.95700","1.17053","-0.01907"
"0.95800","1.17178","-0.01914"
"0.95900","1.17303","-0.01955"
"0.96000","1.17429","-0.02044"
"0.96100","1.17554","-0.02097"
"0.96200","1.17679","-0.02055"
"0.96300","1.17805","-0.01971"
"0.96400","1.17930","-0.01911"
"0.96500","1.18055","-0.01858"
"0.96600","1.18181","-0.01781"
"0.96700","1.18306","-0.01722"
"0.96800","1.18432","-0.01720"
"0.96900","1.18557","-0.01740"
"0.97000","1.18683","-0.01744"
"0.97100","1.18808","-0.01747"
"0.97200","1.18934","-0.01758"
"0.97300","1.19059","-0.01741"
"0.97400","1.19185","-0.01676"
"0.97500","1.19310","-0.01600"
"0.97600","1.19436","-0.01554"
"0.97700","1.19562","-0.01537"
"0.97800","1.19687","-0.01520"
"0.97900","1.19813","-0.01492"
"0.98000","1.19938","-0.01476"
"0.98100","1.20064","-0.01495"
"0.98200","1.20189","-0.01551"
"0.98300","1.20315","-0.01632"
"0.98400","1.20440","-0.01703"
"0.98500","1.20566","-0.01712"
"0.98600","1.20691","-0.01646"
"0.98700","1.20817","-0.01545"
"0.98800","1.20942","-0.01442"
"0.98900","1.21067","-0.01328"
"0.99000","1.21193","-0.01201"
"0.99100","1.21318","-0.01090"
"0.99200","1.21443","-0.01027"
"0.99300","1.21569","-0.01010"
"0.99400","1.21694","-0.01010"
"0.99500","1.21819","-0.01010"
"0.99600","1.21945","-0.01013"
"0.99700","1.22070","-0.01021"
"0.99800","1.22195","-0.01026"
"0.99900","1.22321","-0.01025"
"1.00000","1.22446","-0.01028"
"1.00100","1.22571","-0.01028"
"1.00200","1.22697","-0.01019"
"1.00300","1.22822","-0.01025"
"1.00400","1.22947","-0.01085"
"1.00500","1.23073","-0.01200"
"1.00600","1.23198","-0.01344"
"1.00700","1.23323","-0.01498"
"1.00800","1.23449","-0.01659"
"1.00900","1.23574","-0.01799"
"1.01000","1.23699","-0.01868"
"1.01100","1.23824","-0.01858"
"1.01200","1.23949","-0.01832"
"1.01300","1.24075","-0.01851"
"1.01400","1.24200","-0.01906"
"1.01500","1.24325","-0.01959"
"1.01600","1.24449","-0.02009"
"1.01700","1.24574","-0.02078"
"1.01800","1.24699","-0.02163"
"1.01900","1.24824","-0.02247"
"1.02000","1.24949","-0.02321"
"1.02100","1.25074","-0.02373"
"1.02200","1.25198","-0.02377"
"1.02300","1.25323","-0.02329"
"1.02400","1.25448","-0.02262"
"1.02500","1.25572","-0.02189"
"1.02600","1.25697","-0.02092"
"1.02700","1.25822","-0.01982"
"1.02800","1.25946","-0.01909"
"1.02900","1.26071","-0.01898"
"1.03000","1.26196","-0.01917"
"1.03100","1.26320","-0.01934"
"1.03200","1.26445","-0.01957"
"1.03300","1.26569","-0.01992"
"1.03400","1.26694","-0.02008"
"1.03500","1.26819","-0.01978"
"1.03600","1.26943","-0.01919"
"1.03700","1.27068","-0.01864"
"1.03800","1.27193","-0.01819"
"1.03900","1.27317","-0.01788"
"1.04000","1.27442","-0.01797"
"1.04100","1.27567","-0.01864"
"1.04200","1.27691","-0.01953"
"1.04300","1.27816","-0.02012"
"1.04400","1.27941","-0.02038"
"1.04500","1.28065","-0.02054"
"1.04600","1.28190","-0.02064"
"1.04700","1.28314","-0.02045"
"1.04800","1.28439","-0.01988"
"1.04900","1.28563","-0.01913"
"1.05000","1.28688","-0.01853"
"1.05100","1.28813","-0.01835"
"1.05200","1.28937","-0.01855"
"1.05300","1.29062","-0.01894"
"1.05400","1.29186","-0.01934"
"1.05500","1.29311","-0.01947"
"1.05600","1.29435","-0.01909"
"1.05700","1.29560","-0.01839"
"1.05800","1.29685","-0.01761"
"1.05900","1.29809","-0.01674"
"1.06000","1.29934","-0.01565"
"1.06100","1.30059","-0.01445"
"1.06200","1.30183","-0.01336"
"1.06300","1.30308","-0.01253"
"1.06400","1.30433","-0.01195"
"1.06500","1.30558","-0.01155"
"1.06600","1.30682","-0.01134"
"1.06700","1.30807","-0.01131"
"1.06800","1.30932","-0.01123"
"1.06900","1.31057","-0.01090"
"1.07000","1.31181","-0.01036"
"1.07100","1.31306","-0.00972"
"1.07200","1.31431","-0.00899"
"1.07300","1.31556","-0.00828"
"1.07400","1.31680","-0.00770"
"1.07500","1.31805","-0.00736"
"1.07600","1.31930","-0.00731"
"1.07700","1.32054","-0.00739"
"1.07800","1.32179","-0.00761"
"1.07900","1.32304","-0.00817"
"1.08000","1.32428","-0.00919"
"1.08100","1.32553","-0.01027"
"1.08200","1.32678","-0.01091"
"1.08300","1.32802","-0.01094"
"1.08400","1.32927","-0.01059"
"1.08500","1.33052","-0.01013"
"1.08600","1.33176","-0.00970"
"1.08700","1.33301","-0.00944"
"1.08800","1.33426","-0.00948"
"1.08900","1.33550","-0.00973"
"1.09000","1.33675","-0.01002"
"1.09100","1.33800","-0.01037"
"1.09200","1.33925","-0.01081"
"1.09300","1.34050","-0.01111"
"1.09400","1.34175","-0.01100"
"1.09500","1.34300","-0.01058"
"1.09600","1.34425","-0.01012"
"1.09700","1.34550","-0.00975"
"1.09800","1.34675","-0.00955"
"1.09900","1.34800","-0.00972"
"1.10000","1.34925","-0.01028"
"1.10100","1.35050","-0.01089"
"1.10200","1.35176","-0.01134"
"1.10300","1.35301","-0.01197"
"1.10400","1.35426","-0.01315"
"1.10500","1.35552","-0.01455"
"1.10600","1.35677","-0.01553"
"1.10700","1.35803","-0.01595"
"1.10800","1.35928","-0.01619"
"1.10900","1.36054","-0.01645"
"1.11000","1.36179","-0.01663"
"1.11100","1.36305","-0.01690"
"1.11200","1.36430","-0.01764"
"1.11300","1.36556","-0.01874"
"1.11400","1.36681","-0.01980"
"1.11500","1.36807","-0.02086"
"1.11600","1.36932","-0.02217"
"1.11700","1.37058","-0.02348"
"1.11800","1.37183","-0.02429"
"1.11900","1.37309","-0.02446"
"1.12000","1.37435","-0.02430"
"1.12100","1.37560","-0.02393"
"1.12200","1.37686","-0.02319"
"1.12300","1.37811","-0.02221"
"1.12400","1.37937","-0.02150"
"1.12500","1.38062","-0.02131"
"1.12600","1.38187","-0.02145"
"1.12700","1.38313","-0.02181"
"1.12800","1.38438","-0.02236"
"1.12900","1.38564","-0.02285"
"1.13000","1.38689","-0.02312"
"1.13100","1.38814","-0.02332"
"1.13200","1.38940","-0.02355"
"1.13300","1.39065","-0.02353"
"1.13400","1.39190","-0.02307"
"1.13500","1.39316","-0.02246"
"1.13600","1.39441","-0.02224"
"1.13700","1.39566","-0.02251"
"1.13800","1.39692","-0.02307"
"1.13900","1.39817","-0.02385"
"1.14000","1.39942","-0.02482"
"1.14100","1.40067","-0.02586"
"1.14200","1.40192","-0.02662"
"1.14300","1.40318","-0.02685"
"1.14400","1.40443","-0.02649"
"1.14500","1.40568","-0.02574"
"1.14600","1.40693","-0.02495"
"1.14700","1.40818","-0.02440"
"1.14800","1.40943","-0.02413"
"1.14900","1.41069","-0.02398"
"1.15000","1.41194","-0.02393"
"1.15100","1.41319","-0.02411"
"1.15200","1.41444","-0.02444"
"1.15300","1.41569","-0.02461"
"1.15400","1.41694","-0.02441"
"1.15500","1.41819","-0.02377"
"1.15600","1.41944","-0.02266"
"1.15700","1.42069","-0.02117"
"1.15800","1.42194","-0.01965"
"1.15900","1.42319","-0.01836"
"1.16000","1.42444","-0.01729"
"1.16100","1.42569","-0.01635"
"1.16200","1.42694","-0.01569"
"1.16300","1.42818","-0.01556"
"1.16400","1.42943","-0.01592"
"1.16500","1.43068","-0.01629"
"1.16600","1.43193","-0.01614"
"1.16700","1.43318","-0.01536"
"1.16800","1.43443","-0.01426"
"1.16900","1.43568","-0.01310"
"1.17000","1.43692","-0.01196"
"1.17100","1.43817","-0.01091"
"1.17200","1.43942","-0.01005"
"1.17300","1.44067","-0.00952"
"1.17400","1.44192","-0.00951"
"1.17500","1.44316","-0.01003"
"1.17600","1.44441","-0.01090"
"1.17700","1.44566","-0.01199"
"1.17800","1.44691","-0.01312"
"1.17900","1.44815","-0.01393"
"1.18000","1.44940","-0.01430"
"1.18100","1.45064","-0.01439"
"1.18200","1.45189","-0.01440"
"1.18300","1.45313","-0.01429"
"1.18400","1.45438","-0.01405"
"1.18500","1.45562","-0.01387"
"1.18600","1.45687","-0.01399"
"1.18700","1.45811","-0.01442"
"1.18800","1.45936","-0.01498"
"1.18900","1.46060","-0.01541"
"1.19000","1.46185","-0.01558"
"1.19100","1.46309","-0.01542"
"1.19200","1.46433","-0.01487"
"1.19300","1.46558","-0.01394"
"1.19400","1.46682","-0.01281"
"1.19500","1.46807","-0.01168"
"1.19600","1.46931","-0.01088"
"1.19700","1.47056","-0.01068"
"1.19800","1.47180","-0.01088"
"1.19900","1.47305","-0.01097"
"1.20000","1.47429","-0.01087"
"1.20100","1.47554","-0.01097"
"1.20200","1.47679","-0.01142"
"1.20300","1.47804","-0.01185"
"1.20400","1.47928","-0.01192"
"1.20500","1.48053","-0.01166"
"1.20600","1.48178","-0.01133"
"1.20700","1.48303","-0.01103"
"1.20800","1.48428","-0.01077"
"1.20900","1.48553","-0.01078"
"1.21000","1.48677","-0.01132"
"1.21100","1.48802","-0.01213"
"1.21200","1.48927","-0.01277"
"1.21300","1.49052","-0.01333"
"1.21400","1.49177","-0.01409"
"1.21500","1.49302","-0.01487"
"1.21600","1.49427","-0.01523"
"1.21700","1.49551","-0.01503"
"1.21800","1.49676","-0.01456"
"1.21900","1.49801","-0.01401"
"1.22000","1.49926","-0.01341"
"1.22100","1.50051","-0.01286"
"1.22200","1.50176","-0.01257"
"1.22300","1.50301","-0.01252"
"1.22400","1.50426","-0.01258"
"1.22500","1.50550","-0.01271"
"1.22600","1.50675","-0.01302"
"1.22700","1.50800","-0.01346"
"1.22800","1.50926","-0.01363"
"1.22900","1.51051","-0.01332"
"1.23000","1.51176","-0.01281"
"1.23100","1.51301","-0.01253"
"1.23200","1.51426","-0.01256"
"1.23300","1.51551","-0.01276"
"1.23400","1.51677","-0.01308"
"1.23500","1.51802","-0.01369"
"1.23600","1.51927","-0.01468"
"1.23700","1.52053","-0.01598"
"1.23800","1.52178","-0.01733"
"1.23900","1.52303","-0.01856"
"1.24000","1.52429","-0.01956"
"1.24100","1.52554","-0.02029"
"1.24200","1.52679","-0.02068"
"1.24300","1.52805","-0.02068"
"1.24400","1.52930","-0.02043"
"1.24500","1.53055","-0.02029"
"1.24600","1.53181","-0.02064"
"1.24700","1.53306","-0.02144"
"1.24800","1.53431","-0.02233"
"1.24900","1.53557","-0.02299"
"1.25000","1.53682","-0.02333"
"1.25100","1.53807","-0.02328"
"1.25200","1.53933","-0.02274"
"1.25300","1.54058","-0.02178"
"1.25400","1.54183","-0.02059"
"1.25500","1.54309","-0.01915"
"1.25600","1.54434","-0.01723"
"1.25700","1.54559","-0.01499"
"1.25800","1.54685","-0.01306"
"1.25900","1.54810","-0.01182"
"1.26000","1.54935","-0.01103"
"1.26100","1.55061","-0.01028"
"1.26200","1.55186","-0.00955"
"1.26300","1.55312","-0.00896"
"1.26400","1.55437","-0.00835"
"1.26500","1.55563","-0.00743"
"1.26600","1.55689","-0.00625"
"1.26700","1.55814","-0.00518"
"1.26800","1.55940","-0.00441"
"1.26900","1.56065","-0.00394"
"1.27000","1.56191","-0.00377"
"1.27100","1.56316","-0.00401"
"1.27200","1.56442","-0.00470"
"1.27300","1.56568","-0.00582"
"1.27400","1.56693","-0.00735"
"1.27500","1.56819","-0.00900"
"1.27600","1.56944","-0.01020"
"1.27700","1.57070","-0.01076"
"1.27800","1.57195","-0.01113"
"1.27900","1.57321","-0.01182"
"1.28000","1.57446","-0.01282"
"1.28100","1.57572","-0.01386"
"1.28200","1.57697","-0.01484"
"1.28300","1.57823","-0.01597"
"1.28400","1.57948","-0.01741"
"1.28500","1.58073","-0.01901"
"1.28600","1.58199","-0.02059"
"1.28700","1.58324","-0.02209"
"1.28800","1.58449","-0.02331"
"1.28900","1.58574","-0.02396"
"1.29000","1.58700","-0.02395"
"1.29100","1.58825","-0.02350"
"1.29200","1.58950","-0.02288"
"1.29300","1.59075","-0.02230"
"1.29400","1.59200","-0.02188"
"1.29500","1.59326","-0.02180"
"1.29600","1.59451","-0.02212"
"1.29700","1.59576","-0.02276"
"1.29800","1.59701","-0.02345"
"1.29900","1.59826","-0.02398"
"1.30000","1.59951","-0.02429"
"1.30100","1.60076","-0.02444"
"1.30200","1.60201","-0.02434"
"1.30300","1.60326","-0.02381"
"1.30400","1.60450","-0.02299"
"1.30500","1.60575","-0.02228"
"1.30600","1.60700","-0.02200"
"1.30700","1.60825","-0.02216"
"1.30800","1.60950","-0.02252"
"1.30900","1.61074","-0.02306"
"1.31000","1.61199","-0.02389"
"1.31100","1.61324","-0.02482"
"1.31200","1.61449","-0.02532"
"1.31300","1.61573","-0.02517"
"1.31400","1.61698","-0.02472"
"1.31500","1.61823","-0.02442"
"1.31600","1.61947","-0.02429"
"1.31700","1.62072","-0.02409"
"1.31800","1.62196","-0.02382"
"1.31900","1.62321","-0.02369"
"1.32000","1.62446","-0.02382"
"1.32100","1.62570","-0.02413"
"1.32200","1.62695","-0.02453"
"1.32300","1.62819","-0.02476"
"1.32400","1.62944","-0.02447"
"1.32500","1.63068","-0.02359"
"1.32600","1.63193","-0.02245"
"1.32700","1.63317","-0.02120"
"1.32800","1.63442","-0.01973"
"1.32900","1.63566","-0.01810"
"1.33000","1.63691","-0.01671"
"1.33100","1.63815","-0.01586"
"1.33200","1.63940","-0.01536"
"1.33300","1.64064","-0.01493"
"1.33400","1.64189","-0.01451"
"1.33500","1.64313","-0.01411"
"1.33600","1.64438","-0.01353"
"1.33700","1.64562","-0.01267"
"1.33800","1.64687","-0.01166"
"1.33900","1.64811","-0.01068"
"1.34000","1.64936","-0.00975"
"1.34100","1.65060","-0.00878"
"1.34200","1.65185","-0.00770"
"1.34300","1.65309","-0.00673"
"1.34400","1.65434","-0.00622"
"1.34500","1.65558","-0.00625"
"1.34600","1.65683","-0.00658"
"1.34700","1.65808","-0.00681"
"1.34800","1.65932","-0.00661"
"1.34900","1.66057","-0.00597"
"1.35000","1.66181","-0.00504"
"1.35100","1.66306","-0.00389"
"1.35200","1.66430","-0.00260"
"1.35300","1.66555","-0.00140"
"1.35400","1.66679","-0.00046"
"1.35500","1.66804","0.00023"
"1.35600","1.66928","0.00067"
"1.35700","1.67053","0.00082"
"1.35800","1.67177","0.00065"
"1.35900","1.67301","0.00034"
"1.36000","1.67426","0.00011"
"1.36100","1.67550","0.00010"
"1.36200","1.67675","0.00030"
"1.36300","1.67800","0.00064"
"1.36400","1.67924","0.00100"
"1.36500","1.68049","0.00121"
"1.36600","1.68173","0.00103"
"1.36700","1.68298","0.00033"
"1.36800","1.68423","-0.00080"
"1.36900","1.68548","-0.00218"
"1.37000","1.68672","-0.00376"
"1.37100","1.68797","-0.00563"
"1.37200","1.68922","-0.00774"
"1.37300","1.69047","-0.00984"
"1.37400","1.69172","-0.01167"
"1.37500","1.69297","-0.01325"
"1.37600","1.69422","-0.01464"
"1.37700","1.69547","-0.01580"
"1.37800","1.69672","-0.01688"
"1.37900","1.69797","-0.01832"
"1.38000","1.69922","-0.02046"
"1.38100","1.70047","-0.02300"
"1.38200","1.70172","-0.02538"
"1.38300","1.70298","-0.02737"
"1.38400","1.70423","-0.02901"
"1.38500","1.70548","-0.03026"
"1.38600","1.70673","-0.03096"
"1.38700","1.70798","-0.03109"
"1.38800","1.70923","-0.03089"
"1.38900","1.71049","-0.03050"
"1.39000","1.71174","-0.03006"
"1.39100","1.71299","-0.02986"
"1.39200","1.71425","-0.03006"
"1.39300","1.71550","-0.03052"
"1.39400","1.71675","-0.03100"
"1.39500","1.71801","-0.03143"
"1.39600","1.71926","-0.03177"
"1.39700","1.72052","-0.03188"
"1.39800","1.72177","-0.03165"
"1.39900","1.72303","-0.03107"
"1.40000","1.72428","-0.03025"
"1.40100","1.72554","-0.02942"
"1.40200","1.72679","-0.02879"
